Unnamed: 0,CILUBA,French,Score,Sentiment,Nature,English,Zulu,Afrikaans,Sepedi,Xhosa,Shona
1366,kukubaja,accomplir,1.0,postive,verbe,accomplish,feza,voltooi,fihlelela,phumeza,zadzisa
1367,kueza,réaliser,1.0,postive,verbe,realize,bona,besef,lemoga,qaphela,ziva
1368,kukuata,réussir,1.0,postive,verbe,succeed,phumelela,sukses,atlega,phumelela,budirira
1369,kubula,échouer,-1.0,negative,verbe,fail,phutha,misluk,palelwa,usilele,kutadza
1370,kulongolola,améliorer,1.0,postive,verbe,improve,thuthukisa,verbeter,kaonafala,phucula,kunatsiridza
1371,kushituluka,changer,1.0,postive,verbe,change,ukushintsha,om te verander,go fetoga,ukutshintsha,kuchinja
1372,kukudimuna,transformer,1.0,postive,verbe,transform,shintsha,transformeer,phetogo ya phetoo,tshintsha,shandura
1373,kushituluka,modifier,1.0,postive,verbe,modify,ukuguqula,om te wysig,go fetola,ukuguqulwa,kugadziridza
1375,kukina,détester,-1.0,negative,verbe,hate,ukuzonda,haat,hloya,intiyo,kuvenga
1376,kushebula,ignorer,-1.0,negative,verbe,ignore,nganaki,ignoreer,hlokomologa,ukungahoyi,hanya
1377,kumanyinula,reconnaître,1.0,postive,verbe,recognize,khumbula,herken,lemoga,qaphela,ziva
1378,kuanyisha,admirer,1.0,postive,verbe,admire,thanda,bewonder,kgahlega,vuma,admire
1379,kunemeka,respecter,0.0,neutral,verbe,respect,hlonipha,respek,hlompha,imbeko,remekedza
1380,mujilu,artère,1.0,postive,mot,artery,umthambo wegazi,slagaar,mothapo wa mothapo,ubugcisa,artery
1385,lusuki,cheveu,1.0,postive,mot,hair,uboya,hare,moriri,iinwele,bvudzi
1387,lukofi,cil,1.0,postive,mot,eyelash,ukhophe,wimper,eyelash,iliso,eyelash
1389,mulongo,colonnevertebrale,1.0,postive,mot,spine,umgogodla,ruggraat,mokokotlo wa,ispine,musana
1390,mbindi,corps,2.0,postive,mot,body,umzimba,liggaam,mmele,umzimba,muviri
1392,nshingu,cou,1.0,postive,mot,neck,intamo,nek,molala,intamo,mutsipa
1393,tshibalubalu,crane,2.0,postive,mot,skull,ithambo lekhanda,skedel,lehata,skill,dehenya
1395,tshibelo,cuisse,1.0,postive,mot,thigh,ithanga,bobeen,serope,ithanga,chidya
1396,dino,dent,0.0,neutral,mot,tooth,izinyo,tand,leino,izinyo,zino
1397,munu,doigt,0.0,neutral,mot,finger,umunwe,vinger,monwana,umnwe,chigunwe
1400,ditaku,fesse,1.0,postive,mot,buttock,isinqe,boudjie,marago,ibuttock,buttock
1403,tshinu,genou,1.0,postive,mot,knee,idolo,knie,khuru,idolo,ibvi
1404,muminu,gorge,1.0,postive,mot,throat,umphimbo,keel,mogolo,umqala,pahuro
1405,lukundu,hanche,1.0,postive,mot,hip,inqulu,heup,noka,hip,hip
1406,dila,intestin,1.0,postive,mot,intestine,izibilini,derm,mala,amathumbu,mudumbu
1407,mukolo,jambe,1.0,postive,mot,leg,umlenze,been,leoto,umlenze,gumbo
1408,ditama,joue,1.0,postive,mot,plays,idlala,toneelstukke,dipapadi ta go bapala,imidlalo,anotamba
1410,tshinsonyi,larme,1.0,postive,mot,tear,ukudabula,skeur,gagola,iinyembezi,misodzi
1411,mushiku,lèvre,2.0,postive,mot,lip,udebe,lip,molomo,imilebe,muromo
1412,lubanga,machoire,1.0,postive,mot,jaw,umhlathi,kaakbeen,mohlagare,hlathi,shaya
1413,lubanga,menton,1.0,postive,mot,chin,isilevu,ken,seledu,chin,chin
1414,musunyi,muscle,1.0,postive,mot,muscle,isicubu,spier,moifa,umsipha,tsandanyama
1415,bongo,nerf,1.0,postive,mot,nerve,umuzwa,senuwee,methapo ya kutlo,inerve,nerve
1417,muofo,motbril,1.0,postive,mot,mobile,umhambisi,motbril,motbril,motbble,motbril
1420,tshilafinye,paupière,2.0,postive,mot,eyelid,ijwabu leso,ooglid,lephego la mahlo,ieyelid,eyelid
1422,dikasa,pied,2.0,postive,mot,foot,unyawo,voet,leoto,inyawo,tsoka
1423,nshingu,poignet,2.0,postive,mot,wrist,isihlakala,pols,letheka,iwrist,wrist
1424,dikoma,poing,1.0,postive,mot,fist,inqindi,vuis,seatla sa go swara seatla,inqindi,chibhakera
1425,tshiadi,pouce,1.0,postive,mot,thumb,ugquza,duim,monwana o mogolo,isithupha,chigunwe
1426,mijilu,pouls,0.0,neutral,mot,pulse,ukushaya komthambo,polsslag,pulse,pulse,pulse
1427,tshisulusulu,poumon,2.0,postive,mot,lung,iphaphu,long,maswafo,imiphunga,mapapu
1428,konyi,rein,2.0,postive,mot,kidney,insonge yasolwandle,nier,pshio,izintso,itsvo
1429,munyengu,ride,1.0,postive,mot,wrinkled,ehlanganiswe,gerimpeld,wrinkled,icinyiwe,akapwanyika
1430,mate,salive,1.0,postive,mot,saliva,amathe,speeksel,mathe a,amathe,mate
1431,dibele,sein,2.0,postive,mot,breast,isibele,bors,letswele,ibele,mazamu
1433,bitoyikoyi,squelette,1.0,postive,mot,skeleton,uphahla lomzimba,geraamte,lerapo la marapo,ithambo,skeleton
1437,difu,ventre,2.0,postive,mot,belly,isisu,maag,mpa,isisu,dumbu
1439,dinda,matin,1.0,postive,mot,morning,ekuseni,oggend,mesong,ntseni,mangwanani
1440,mujalamuwadida,midi,2.0,postive,mot,noon,imini,middag,mosegare,emini,masikati
1441,dilolo,soir,1.0,postive,mot,evening,kusihlwa,aand,mantiboa,ngokuhlwa,manheru
1442,bufuku,nuit,-1.0,negative,mot,night,ubusuku,nag,boego,busuku,husiku
1444,lubingu,semaine,1.0,postive,mot,week,isonto,week,beke,iveki,vhiki
1445,ngondo,mois,0.0,neutral,mot,month,inyanga,maand,kgwedi,inyanga,mwedzi
1447,munute,minute,2.0,postive,mot,minute,nci,minuut,motsotso,umzuzu,mineti
1448,dida,heure,2.0,postive,mot,hour,ihora,uur,iri,yure,awa
1449,makelele,hier,2.0,postive,mot,yesterday,izolo,gister,maabane,izolo,nezuro
1451,makelela,demain,1.0,postive,mot,tomorrow,kusasa,môre,gosasa,ngomso,mangwana
1452,dimwe,lundi,1.0,postive,mot,monday,umsombuluko,aandag,moupologo,umvulo,muvhuro
1453,dibiidi,mardi,1.0,postive,mot,tuesday,ulwesibili,dinsdag,labobedi,ulwesibini,chipiri
1454,disatu,mercredi,2.0,postive,mot,wednesday,olwesithathu,woensdag,laboraro,lesithathu,chitatu
1455,dinayi,jeudi,1.0,postive,mot,thursday,ulwesine,donderdag,labone,ulwesine,china
1456,ditanu,vendredi,1.0,postive,mot,friday,olwesihlanu,vrydag,labohlano,ulwesihlanu,chishanu
1457,disambombo,samedi,1.0,postive,mot,saturday,umgqibelo,saterdag,mokibelo,umgqibelo,mugovera
1458,lumingu,dimanche,1.0,postive,mot,sunday,isonto,sondag,sontaga,icawe,svondo
1460,lubulubulu,abeille,1.0,postive,mot,bee,inyosi,by,nosi,inyosi,nyuchi
1461,muanawamukoko,agneau,2.0,postive,mot,lamb,inyama yemvu,lam,kwana,inyama yegusha,gwayana
1462,mukanku,aigle,2.0,postive,mot,eagle,ukhozi,arend,nthu,ukhozi,eagle
1463,mpunda,ane,1.0,postive,mot,donkey,imbongolo,donkie,tonki,idonki,mbongoro
1464,ntande,araignée,0.0,neutral,mot,spider,isicabucabu,spinnekop,segokgo,isigcawu,spider
1465,ntuba,autruche,1.0,postive,mot,ostrich,itshe,volstruis,mphe,istrich,ostrich
1467,kasha,cerf,1.0,postive,mot,deer,izidubhu,hert,tshepe,inyamakazi,nondo
1468,mfulansa,chameau,2.0,postive,mot,camel,ikameli,kameel,kamela,inkamela,ngamera
1469,mpusu,chat,2.0,neutral,mot,cat,ikati,kat,katse,ikati,katsi
1470,kabalo,cheval,0.0,neutral,mot,horse,ihhashi,perd,pere,ihashe,bhiza
1472,kabwa,chien,1.0,postive,mot,dog,inja,hond,mpa,inja,imbwa
1473,ngulube,cochon,1.0,postive,mot,pig,ingulube,vark,kolobe,ihagu,nguruve
1474,nzolo,coq,2.0,postive,mot,rooster,iqhude,haan,mokoko,roster,jongwe
1475,lukala,crabe,1.0,postive,mot,crab,udoti,krap,letlapakgerere,unonkala,crab
1476,tshiula,crapaud,2.0,postive,mot,toad,iselesele,padda,toad,toad,toad
1477,ngandu,crocodile,2.0,postive,mot,crocodile,ingwenya,krokodil,kwena,ingwenya,gogo
1478,kabundi,ecureuil,1.0,postive,mot,squirrel,ingwejeje,eekhoring,sehloa,squirrel,squirrel
1479,nzevu,eléphant,1.0,postive,mot,elephant,indlovu,olifant,tlou,elephants,nzou
1480,dilandi,escargot,1.0,postive,mot,snail,umnenke,slak,kgopa,inkumba,sutu
1481,kankenene,fourmis,1.0,postive,mot,ant,itsheketshe,mier,ant,iimbovane,svoshwa
1482,ngomba,girafe,1.0,postive,mot,giraffe,indlulamithi,kameelperd,thutlwa,indlulamthi,twiza
1483,nsokumuntu,gorille,2.0,postive,mot,gorilla,igorila,gorilla,gorilla,gorilla,gorilla
1484,maleyaya,malaria,-1.0,negative,mot,malaria,umalalejayu ngobuqileki,malaria,malaria,isilamu,marariya
1485,malunvu,alcool,-1.0,negative,mot,alcohol,utshwala,alkohol,alkhoholo,utywala,doro
1486,manga,fétiche,-1.0,negative,mot,fetish,fetish,fetisj,fetish,thambisa,fetish
1488,bulaba,sable,2.0,postive,mot,sand,isihlabathi,sand,santa,isanti,jecha
1489,buta,sandre,1.0,postive,mot,zander,wander,zander,zander,izander,zander
1491,mamu,mère,1.0,postive,mot,mother,umame,moeder,mma,umama,amai
1492,tatu,père,2.0,postive,mot,father,uyihlo,vader,papa,utata,baba
1493,dilongesha,enseignement,2.0,postive,mot,education,imfundo,onderwys,thuto,imfundo,dzidzo
1494,mulongeshi,enseignant,2.0,postive,mot,teacher,uthishela,onderwyser,morutii,utitshala,mudzidzisi
1495,kubungama,tristesse,-1.0,negative,mot,sadness,ukudabuka,hartseer,manyami a go nyama,usizi,kusuwa
1496,musangu,oreiller,1.0,postive,mot,pillow,iphilo,kussing,mosamelo,umqamelo,pilo
1497,vundavunda,tourbillon,1.0,postive,mot,whirlwind,shirlwind,warrelwind,ledimo la ledimo,iwhirlwind,chimbudzi
1498,nvula,pluie,1.0,postive,mot,rain,imvula,reën,pula,imvula,kunaya
1499,bihu,punaise,1.0,postive,mot,thumbtack,ithumbtack,duimstok,thumbtack,thlock,thumbnack
1500,songakaji,jeunefemme,2.0,postive,mot,youngwoman,thinta,jongvrou,mosadi yo mofsa,umncinci,mudikimanan
1501,songaluma,jeunehomme,2.0,postive,mot,youngman,konyana,jongman,youngman,indoda encinci,wechidiki
1502,maseba,oncle,2.0,neutral,mot,uncle,umalume,oom,malome,umalume,babamunini
1503,tatumukaji,tante,1.0,postive,mot,aunt,anti,tannie,rakgadi,umakazi,tete
1505,menyi,urine,0.0,neutral,mot,urine,umshobingo,urine,moroto,umchamo,urini
1507,kulala,dormir,1.0,postive,mot,sleep,ukulala,slaap,robala,ukulala,kurara
1508,kututa,frappe,-1.0,negative,mot,struck,gwashisayo,geslaan,bethilwe,wabetha,akarova
1510,kubâla,lire,1.0,postive,mot,read,funda,lees,bala,funda,verenga
1511,kudia,manger,1.0,postive,mot,eat,dla,eet,ja,yitya,idya
1513,ufua,mort,-1.0,negative,mot,dead,fileyo,dood,hlokofete,ufile,akafa
1514,mufua,décédée,0.0,neutral,mot,deceased,shonileyo,oorlede,mohu,nkcizi,akafa
1515,nkenena,fourmis,1.0,postive,mot,ants,amashefa,miere,dithowane,iimbovane,masvosve
1516,kanyunyi,oiseau,1.0,postive,mot,bird,inyoni,voël,nonyana,intaka,shiri
1517,mubuluka,fou,-1.0,negative,mot,mad,phambeneyo,mal,gafa,hlanya,kupenga
1518,mubanji,riche,1.0,postive,mot,rich,nothile,ryk,humile,sisityebi,mupfumi
1519,musedibua,marier,1.0,postive,mot,marry,gcagca,trou,nyala,tshata,roora
1520,kalulu,lapin,1.0,postive,mot,rabbit,unogwaja,konyn,mmutla,umvundla,tsuro
1521,dikalu,vélo,2.0,postive,mot,bike,ibhanoyi,fiets,paesekela,ibhayisekile,bhasikoro
1523,boowa,champignons,2.0,postive,mot,mushrooms,amakhowe,sampioene,dimushroom,amakhowa,howa
1524,diba,heure,1.0,postive,mot,hour,ihora,uur,iri,yure,awa
1525,kaheji,saboté,-1.0,negative,mot,sabotaged,chithiwe,gesaboteer,sabotaged,isabotiment,sabotday
1527,dingeya,mangue,2.0,postive,mot,mango,imango,mango,mango,imango,mango
1528,ntambua,lion,2.0,postive,mot,lion,ingonyama,leeu,tau,ingonyama,shumba
1529,soku,singe,1.0,postive,mot,monkey,inkawu,aap,kgabo,inkawu,monkey
1530,zevu,eléphant,1.0,postive,mot,elephant,indlovu,olifant,tlou,elephants,nzou
1531,mulangi,bouteille,1.0,postive,mot,bottle,ibhodlela,bottel,lebotlelo,ibhotile,bhodhoro
1533,muela,machette,-1.0,negative,mot,machete,edwala,machete,machete,imachete,machete
1534,kasuyi,hache,-1.0,negative,mot,ax,izenube,byl,selepe,iax,demo
1535,tshasu,bêche,1.0,postive,mot,spade,ukhuni,graaf,spade,spade,spade
1536,nteta,bâche,1.0,postive,mot,tarpaulin,itarpaulin,seil,tarpaulin,itarpaulin,tarpauluin
1537,bulalu,moussa,0.0,neutral,mot,moussa,mossa,moussa,moussa,moussa,moussa
1538,kuhenda,injurier,-1.0,negative,mot,insult,eyisa,belediging,maroga,ukuthuka,kutuka
1539,kutata,tamiser,1.0,postive,mot,sieve,luswano,sif,sefe ya go se be le mohola,sieve,sieve
1541,lala,dors,1.0,postive,mot,sleep,ukulala,slaap,robala,ukulala,kurara
1544,ambula,transporte,2.0,postive,mot,transport,thutha,vervoer,senamelwa,ezothutho,kutakura
1545,alunja,remet,2.0,postive,mot,hands,izandla ngaphezulu,hande oor,diatla godimo ga,izandla ngaphezulu,maoko pamusoro
1546,alukila,retourne,2.0,postive,mot,return,buyisela emuva,keer terug,boa,buyela,dzoka
1547,dikasa,pieds,1.0,postive,mot,feet,amale,voete,maoto,iinyawo,tsoka
1549,ambakaja,superposer,1.0,postive,mot,overlay,nqiba,oorleg,overlay,ngaphezulu,pamusoro
1550,ambulula,répète,0.0,neutral,mot,repeated,phindaphiwe,herhaal,phetapheta,iphindaphindwe,kudzokororwa
1552,dilongo,assiette,1.0,postive,mot,plate,ipuleti,plaat,poleiti,iplate,ndiro
1553,baledi,parent,2.0,negative,mot,parent,abazali,ouers,batswadi,abazali,vabereki
1555,tshifulu,chapeau,2.0,neutral,mot,hat,imbenge,hoed,katiba,umnqwazi,hat
1556,tshilamba,habit,2.0,postive,mot,clothing,okokugqoka,kleredrag,diaparo,impahla,zvipfeko
1557,tshilamba,pond,1.0,postive,mot,pond,isiziba,dam,letangwana,ichibi,pond
1558,tshisamba,origine,1.0,postive,mot,origin,ukudabuka,oorsprong,setlogo,imvelaphi,mabviro
1559,manayi,jeu,1.0,postive,mot,game,igemu,spel,papadi,umdlalo,mutambo
1560,tshibulundu,ballon,0.0,neutral,mot,ball,ibhola,bal,kgwele,ibhola,bhora
1561,cingumapanga,cigale,0.0,neutral,mot,cicada,icicada,cicada,cicada,cicada,cicada
1562,kuhanga,echoué,1.0,postive,mot,failed,yehlulekile,misluk,paletwe,ayiphumelelanga,yakundikana
1563,kuhangila,manqué,-1.0,negative,mot,lack,ukuntula,gebrek,tlhokego,ukunqongophala,kushaya
1564,dikenga,souffrance,-1.0,negative,mot,suffering,ngokuhlushwa,lyding,go tlaiega,ukubandezeleka,kutambura
1565,dikenga,galère,-1.0,negative,mot,galley,ugibele,galei,galley,gallay,galley
1567,dignoka,punition,1.0,negative,mot,punishment,inhlawulo,straf,kotlo,isohlwayo,kurangwa
1568,mubanji,riche,0.0,neutral,mot,rich,nothile,ryk,humile,sisityebi,mupfumi
1569,bulanda,pauvreté,-1.0,negative,mot,poverty,ukuntula,armoede,bodiidi,intlupheko,urombo
1570,budisu,orgueil,0.0,neutral,mot,pride,ukuziqhenya,trots,boitumelo,ikratshi,kudada
1571,dihoyi,misère,0.0,neutral,mot,misery,ubuhlungu,ellende,masetlapelo,ububi,kusuwa
1572,matandu,querelle,0.0,neutral,mot,quarrel,xabana,twis,kgakgana,ixampe,kupopotedzana
1573,bulaku,injure,0.0,neutral,mot,insult,eyisa,belediging,maroga,ukuthuka,kutuka
1574,mujika,célibataire,1.0,postive,mot,bachelor,impohlo,baccalaureus,kgope,ibachelor,bachelor
1575,mulobi,conducteur,1.0,postive,mot,driver,umshayeli,bestuurder,mootledi,umqhubi,mutyairi
1576,mibi,pécher,-1.0,negative,mot,sin,ona,sonde,sebe,isono,chivi
1577,kakone,écomotiste,2.0,postive,mot,ecomotist,udokotela weecolomoti,ecomotist,ecomotist,iecomotist,ecomotist
1578,magnimela,ingénieur,2.0,postive,mot,engineer,unjiniyela,ingenieur,moentineere,injineli,injiniya
1579,bihu,punaise,0.0,neutral,mot,thumbtack,ithumbtack,duimstok,thumbtack,thlock,thumbnack
1580,bilunga,patate,1.0,postive,mot,potato,izambane,aartappel,letsapane,amazambane,mbatatisi
1581,mayi,eau,2.0,postive,mot,water,nisela,water,meetse,amanzi,mvura
1582,nsoku,singe,-1.0,negative,mot,monkey,inkawu,aap,kgabo,inkawu,monkey
1583,dinanga,amour,2.0,postive,mot,love,thanda,liefde,lerato,uthando,rudo
1584,kanemu,respect,2.0,postive,mot,respect,hlonipha,respek,hlompha,imbeko,remekedza
1585,ditumikila,obéissance,2.0,postive,mot,obedience,ukuzwa,gehoorsaamheid,go kwa,ukuthobela,kuteerera
1586,lusa,pardon,2.0,postive,mot,pardon,xolela,verskoning,tshwarelo,uxolelo,kuregerera
1588,kutata,prend,2.0,postive,mot,takes,izakahlela,neem,e tea,ithatha,zvinotora
1589,lusaa,pitié,1.0,postive,mot,pity,umunyu,jammer,kwelobohloko,nceba,tsitsi
1590,kalulu,lapin,1.0,postive,mot,rabbit,unogwaja,haas,mmutla,umvundla,tsuro
1591,nioka,serpent,0.0,neutral,mot,snake,inyoka,slang,noga,inyoka,nyoka
1592,mpatu,canard,1.0,postive,mot,duck,idada,eend,lepelepele,idada,dhadha
1593,masanka,joie,1.0,postive,mot,joy,injabulo,vreugde,boipshino,uvuyo,mufaro
1594,bipeta,resultat,1.0,postive,mot,result,umphumela,resultaat,poelo,isiphumo,mhedzisiro
1595,nsuki,cheveux,1.0,postive,mot,hair,uboya,hare,moriri,iinwele,bvudzi
1599,bisabata,chaussure,1.0,postive,mot,shoe,isihlangu,skoen,seeta,isihlangu,shangu
1600,mpusu,chat,1.0,postive,mot,cat,ikati,kat,katse,ikati,katsi
1601,luremba,caholin,1.0,postive,mot,catholic,inselela,caholin,caholin,icaholin,caholin
1602,nkotshi,veste,1.0,postive,mot,jacket,ibhantshi,baadjie,baki,ijacket,jekete
1603,munya,diasteme,1.0,postive,mot,diastema,idiamema,diasteem,distema,idiastea,diastema
1604,ndaku,partez,1.0,postive,mot,leave,shiya,verlaat,tloga,shiya,zivisa
1605,kambumba,seau,1.0,postive,mot,bucket,ibhakede,emmer,pakete,ibhakethi,ndoo
1606,kabasa,tabouret,1.0,postive,mot,stool,isihlalo esinyoneni,stoelgang,mantle,isitulo,chitsiko
1607,mutshioku,fatigue,-1.0,negative,mot,fatigue,ukudinwa,moegheid,lapile kudu,ukudinwa,kupera simba
1608,kankudumbua,pigeon,0.0,neutral,mot,pigeon,ijuba,duif,leeba,ijuba,njiva
1609,tshibuta,sac,0.0,neutral,mot,bag,isikhwama,sak,mokotla,ibhegi,bhegi
1610,musulu,riviere,0.0,neutral,mot,river,umfula,rivier,noka,umlambo,rwizi
1611,lomba,demande,0.0,neutral,verbe,request,nxusa,versoek,kgopelo,isicelo,chikumbiro
1613,dikisha,repos,0.0,neutral,mot,rest,thulisa,rus,khuta,phumla,zorora
1614,losa,riz,0.0,neutral,mot,rice,ilayisi eliluhlaza elingaphekiwe,rys,raese,irayisi,mupunga
1615,nkunda,haricot,0.0,neutral,mot,bean,ubhontshisi,boontjie,bean,imbotyi,bhinzi
1616,diba,montre,0.0,neutral,mot,watch,qapha,kyk,bogela,jonga,tarisa
1617,bubanji,richesse,0.0,neutral,mot,wealth,ingcebo,rykdom,lehumo,ubutyebi,pfuma
1618,kunvua,ecouter,0.0,neutral,verbe,listen,beka indlebe,luister,theeleta,mamela,teerera
1620,makasa,pied,0.0,neutral,mot,foot,unyawo,voet,leoto,inyawo,tsoka
1621,kulamba,preparer,0.0,neutral,verbe,prepare,lungiselela,voorberei,beakanya,lungiselela,gadzirira
1622,kuteka,deposser,0.0,neutral,verbe,dispossess,indawo eshitshazayo,onteien,go lahlwa,hlasela,kudzingwa
1626,kutela,coudre,0.0,neutral,verbe,sew,hida,naaldwerk,rokile,thunga,sew
1629,kusukula,nettoyer,0.0,neutral,verbe,clean,ukucoca,om skoon te maak,go hlwekia,ukucoca,kuchenesa
1630,bisekiseki,legumes,0.0,neutral,mot,vegetables,imifino,groete,merogo,imifuno,miriwo
1631,nsuwu,soupe,0.0,neutral,mot,soup,isobho,sop,sopo,isobho,sup
1632,kusomba,sasoire,0.0,neutral,verbe,sit,hlala phansi,gaan sit,dula fase,hlala phantsi,gara pasi
1633,kuendesha,rouler,0.0,neutral,verbe,roll,ukugoqa,te rol,go kgokologa,ukuqengqeleka,kutenderera
1634,machinyi,voiture,0.0,neutral,mot,car,imoto,motor,mmotoro,imoto,mota
1635,kadiendelandela,moto,0.0,neutral,mot,motorcycle,isithuthuthu,motorfiets,sethuthuthu,isithuthuthu,mudhudhudhu
1636,dikalu,velo,0.0,neutral,mot,bike,ibhanoyi,fiets,paesekela,ibhayisekile,bhasikoro
1637,nsuki,cheveux,0.0,neutral,mot,hair,uboya,hare,moriri,iinwele,bvudzi
1638,bilamba,habit,0.0,neutral,mot,clothing,okokugqoka,klere,diaparo,impahla,zvipfeko
1639,tshimanu,mure,0.0,neutral,mot,ripe,petekile,ryp,butwite,kuvuthiwe,kuibva
1640,kuwuyakana,respirer,0.0,neutral,verbe,breathe,phefumula,asemhaal,hema,uphefumla,kufema
1641,bukula,farine,0.0,neutral,mot,flour,incushuncushu,meel,folouru,umgubo,hupfu
1642,tshiomba,manioc,0.0,neutral,mot,cassava,ummeli,maniok,cassava,cassava,cassava
1644,menu,dents,0.0,neutral,mot,teeth,amazinyo,tande,meno,amazinyo,mazino
1646,mievu,barbe,0.0,neutral,mot,beard,intshebe,baard,ditedu,iindevu,ndebvu
1647,cilongo,fleur,0.0,neutral,mot,flower,umqhakazo,blom,letoba,intyatyambo,ruva
1648,dilongu,assiette,0.0,neutral,mot,plate,ipuleti,bord,poleiti,iplate,ndiro
1649,mbidika,crush,0.0,neutral,mot,crush,hlikihla,verpletter,ila,kutyumza,kupwanya
1650,dikowu,gobelet,0.0,neutral,mot,cup,inkomishi,koppie,komiki,ikomityi,mukombe
1651,tshiamua,fer,0.0,neutral,mot,iron,insimbi yokuayina,yster,aene,intsimbi,simbi
1652,buanga,médicaments,0.0,neutral,mot,drugs,izidakamizwa,dwelms,dihlaretagi,iziyobisi,zvinodhaka
1653,milombu,prière,0.0,neutral,verbe,prayer,isicelo,gebed,thapelo,umthandazo,munamato
1654,misambu,chanson,0.0,neutral,mot,song,iculo,liedjie,koa,ingoma,rwiyo
1655,tshisanji,radio,0.0,neutral,mot,radio,iwayilense,radio,seyalemoya,irediyo,radio
1656,kutemeshe,allumer,0.0,neutral,verbe,light,ukukhanyisa,te verlig,go bonea,ukukhanyisa,kuvhenekera
1657,bianza,main,0.0,neutral,mot,hand,isandla,hand,seatla,isandla,ruoko
1658,maboku,bras,0.0,neutral,mot,arm,hlomisa,arm,letsogo,ingalo,ruoko
1659,kukuata,tenir,0.0,neutral,verbe,hold,bamba,hou,swara,bambelela,batisisa
1660,nkosthi,veste,0.0,neutral,mot,jacket,ibhantshi,baadjie,baki,ijacket,jekete
1661,mutelu,chemise,0.0,neutral,mot,shirt,ihembe,hemp,gempe,ihempe,shirt
1662,nkanzu,robe,0.0,neutral,mot,dress,gqoka,rok,seaparo,nxiba,chipfeko
1663,biuma,fruit,0.0,neutral,mot,fruit,amafruits,vrugte,ditholwana,iziqhamo,zvibereko
1664,mbota,bouton,0.0,neutral,mot,button,inkinobho,koppie,kunope,iqhosha,bhatani
1665,disu,oeil,0.0,neutral,mot,eye,ihlo,oog,leihlo,iliso,ziso
1666,matshi,oreille,0.0,neutral,mot,ear,indlebe,oor,tsebe,indlebe,nzeve
1668,tshifulu,chapeau,0.0,neutral,mot,hat,imbenge,hoed,katiba,umnqwazi,hat
1670,mikolu,jambe,0.0,neutral,mot,legs,izembe,bene,maoto,imilenze,makumbo
1671,nzadi,ongle,0.0,neutral,mot,nail,isipikili,spyker,lenala,isipikili,mbambo
1672,kumusha,enlever,0.0,neutral,verbe,remove,ukususa,te verwyder,go tlosa,ukususa,kubvisa
1673,tshivunga,jupons,0.0,neutral,mot,petticoats,petticoats,onderrokke,dipetticoat,ipettioats,petticoats
1674,nzala,famine,0.0,neutral,mot,famine,indlala,hongersnood,tlala,indlala,nzara
1676,kunyema,fuir,0.0,neutral,verbe,flee,baleka,vlug,ngwega,saleke,tiza
1678,kuhotela,importuner,-1.0,negative,verbe,annoy,casula,irriteer,lapia,ukucaphukisa,annoy
1681,buimpa,beauté,1.0,postive,mot,beauty,ubuhle,skoonheid,bobotse,ubuhle,runako
1682,ndundu,ballon,1.0,postive,mot,ball,ibhola,bal,kgwele,ibhola,bhora
1683,bulaba,terre,1.0,postive,mot,earth,inhlabathi,aarde,lefase,umhlaba,pasi
1684,duilu,ciel,1.0,postive,mot,sky,isibhakabhaka,hemel,lefaufau,isibhakabhaka,denga
1686,tshinkeunda,papayer,1.0,postive,verbe,papaya,ipapaya,papaja,papaya,ipapaya,papaya
1688,tshilamba,pagne,1.0,postive,mot,loincloth,iloincloth,lendelap,leela la letheka,ilourceth,loincloth
1689,dikohu,gobelet,1.0,postive,mot,cup,inkomishi,beker,komiki,ikomityi,mukombe
1692,muhanu,pantalon,1.0,postive,mot,pants,amabhulukwana,broek,marokgwana,ibhulukhwe,madhiri
1694,nzala,famine,-2.0,negative,mot,famine,indlala,hongersnood,tlala,indlala,nzara
1696,bula,lit,1.0,postive,mot,bed,umbhede,bed,mpete,ibhedi,mubhedha
1698,malata,tôles,1.0,postive,mot,sheetmetal,ishidi yensimbi,plaatmetaal,thipi ya letlakala,ishiche sety,simbi yesimbi
1700,mucima,foie,1.0,postive,mot,liver,isibindi,lewer,sebete,isibindi,chiropa
