,CILUBA,French,Score,Sentiment,Nature,English,Zulu,Afrikaans,Sepedi,Xhosa,Shona
1080,Dinu,Dent,1.0,postive,Mot,Tooth,Izinyo,Tand,Leino,Izinyo,Zino
1081,TshipepeleButoke,Désert,1.0,postive,Mot,Desert,Hlamuka,Woestyn,Leganata,Intlango,Renje
1082,Munu,Doigt,1.0,postive,Mot,Finger,Umunwe,Vinger,Monwana,Umnwe,Chigunwe
1083,Nyima,Dos,1.0,postive,Mot,Back,-Dlulile,Terug,Morago,Umva,Kumashure
1084,Maayi,Eau,1.0,postive,Mot,Water,Nisela,Water,Meetse,Amanzi,Mvura
1085,MupenyiMukenya,Eclair,1.0,postive,Mot,Flash,Unyampu,Flits,Gadima,Ifleshi,Flash
1086,DikayaDipeka,Epaule,1.0,postive,Mot,Shoulder,Igxalaba,Skouer,Legetla,Igxalaba,Pfudzi
1087,TshifuTshifue,Estomac,1.0,postive,Mot,Stomach,Isisu,Maag,Dimpa,Isisu,Dumbu
1088,Mutooto,Etoile,1.0,postive,Mot,Star,Inkanyezi,Ster,Naledi,Inkanyezi,Nyeredzi
1089,TshiamuTshifike,Fer,1.0,postive,Mot,Iron,Insimbi yoku-ayina,Yster,Aene,Intsimbi,Simbi
1090,DitakuDitengi,Fesse,1.0,postive,Mot,Buttock,Isinqe,Boudjie,Marago .,I-buttock,Buttock
1091,Dibeji,Feuille,1.0,postive,Mot,Leaf,Ikhasi,Blaar,Lehlare,Amagqabi,Mashizha
1092,Tshilongo,Fleur,1.0,postive,Mot,Flower,Umqhakazo,Blom,Letšoba,Intyatyambo,Ruva
1093,Musulu,Fleuve,1.0,postive,Mot,River,Umfula,Rivier,Noka,Umlambo,Rwizi
1094,Mutshima,Foie,1.0,postive,Mot,Liver,Isibindi,Lewer,Sebete,Isibindi,Chiropa
1095,Ditu,Forêt,1.0,postive,Mot,Forest,Ihlathi,Bos,Lešoka,Ihlathi,Sango
1096,Mashika,Froid,1.0,postive,Verbe,Cold,Ukubanda,Koud,Tonya,Kubanda,Kutonhora
1097,Mpala,Front,1.0,postive,Mot,Forehead,Imvelelo,Voorkop,Phatla,Ibunzi,Pahuma
1098,MuinshiMuishi,Fumée,1.0,postive,Verbe,Smoke,Shunqisa,Rook,Muši,Umsi,Utsi
1099,Tshinu,Genou,1.0,postive,Mot,Knee,Idolo,Knie,Khuru,Idolo,Ibvi
1100,MaayiMakuatakaneDibue,Glace,1.0,postive,Mot,Ice,Iqhwa,Ys,Aese,Ice,Ice
1101,DiminuMuminu,Gorge,1.0,postive,Mot,Throat,Umphimbo,Keel,Mogolo,Umqala,Pahuro
1102,Lukundu,Hanche,1.0,postive,Mot,Hip,Inqulu,Heup,Noka,Hip,Hip
1103,TshisosaTshilu,Herbe,1.0,postive,Mot,Grass,Isikhotha,Gras,Bjang,Ingca,Huswa
1104,NkoloTshidilaTshitamba,Île,1.0,postive,Mot,Island,Isiqhingi,Eiland,Sehlakahlaka,Isiqithi,Island
1105,DitangalalaDiaMaayi,Inondation,1.0,postive,Mot,Flood,Isikhukhula,Vloed,Mafula,Umkhukula,Mafashama
1106,Dila,Intestin,1.0,postive,Mot,Intestine,Izibilini,Derm,Mala .,Amathumbu,Mudumbu
1107,Mukolo,Jambe,1.0,postive,Mot,Leg,Umlenze,Been,Leoto,Umlenze,Gumbo
1108,Ditama,Joue,1.0,postive,Verbe,Plays,Idlala,Toneelstukke,Dipapadi tša go bapala .,Imidlalo,Anotamba
1109,Dijiba,Lac,1.0,postive,Mot,Lake,Ichweba,Meer,Letsha,Ichibi,Dziva
1110,Ludimi,Langue,1.0,postive,Mot,Language,Ulimi,Taal,Polelo,Ulwimi,Mutauro
1111,Tshinsonji,Larme,1.0,postive,Mot,Tear,Ukudabula,Skeur,Gagola,Iinyembezi,Misodzi
1112,Mushiku,Lèvre,1.0,postive,Mot,Lip,Udebe,Lip,Molomo .,Imilebe,Muromo
1113,Munya,Lumière,1.0,postive,Mot,Light,-Mhlophe,Lig,Seetša,Ukukhanya,Chiedza
1114,Muenji,Lune,1.0,postive,Mot,Moon,Inyanga,Maan,Ngwedi,Inyanga,Mwedzi
1115,Lubanga,Mâchoire,1.0,postive,Mot,Jaw,Umhlathi,Kaakbeen,Mohlagare,Hlathi,Shaya
1116,Tshianza,Main,1.0,postive,Mot,Hand,Isandla,Hand,Seatla,Isandla,Ruoko
1117,Tshibanga,Menton,1.0,postive,Mot,Chin,Isilevu,Ken,Seledu,Chin,Chin
1118,Mbu,Mer,1.0,postive,Mot,Sea,Ulwandle,See,Lewatle,Ulwandle,Gungwa
1119,Buloba,Monde,1.0,postive,Mot,World,Izwe,Wêreld,Lefase,Umhlaba,Nyika
1120,Mukuna,Montagne,1.0,postive,Mot,Mountain,Intaba,Berg,Thaba,Intaba,Gomo
1121,Mumpenya,Moustache,1.0,postive,Mot,Mustache,Amadevu,Snor,Ditedu .,Iindevu,Ndebvu
1122,MusunyiDikoyi,Muscle,1.0,postive,Mot,Muscle,Isicubu,Spier,Mošifa,Umsipha,Tsandanyama
1123,Mumpempe,Narine,1.0,postive,Mot,Nostril,Ikhala,Neusgat,Lešobana la nko .,Impumlo,Mhino
1124,Bonga,Nerf,1.0,postive,Mot,Nerve,Umuzwa,Senuwee,methapo ya kutlo .,I-nerve,Nerve
1125,Diulu,Nez,1.0,postive,Mot,Nose,Ikhala,Neus,Nko,Impumlo,Mhino
1126,Muofo,Motbril,1.0,postive,Mot,Motbril,Isimfushane,Motbril,Motbril .,I-morbbril,MotBril
1127,Dikoshi,Nuque,1.0,postive,Mot,Neck,Intamo,Nek,Molala,Intamo,Mutsipa
1128,Disu,Œil,1.0,postive,Mot,Eye,Ihlo,Oog,Leihlo,Iliso,Ziso
1129,Luzadi,Ongle,1.0,postive,Mot,Nail,Isipikili,Spyker,Lenala,Isipikili,Mbambo
1130,Ditshi,Oreille,1.0,postive,Mot,Ear,Indlebe,Oor,Tsebe,Indlebe,Nzeve
1131,MuanawaNkasa,Orteil,1.0,postive,Mot,Toe,Uqukula,Toe,Monwana wa leoto .,Toe,Toe
1132,Mufuba,Os,1.0,postive,Mot,Bone,Ithambo,Been,Lerapo,Ithambo,Pfupa
1133,Tshilafinye,Paupière,1.0,postive,Mot,Eyelid,Ijwabu leso,Ooglid,Lephego la mahlo .,I-eyelid,Eyelid
1134,Dikoba,Peau,1.0,postive,Mot,Skin,Isikhumba,Vel,Letlalo,Ulusu,Ganda
1135,Dikasa,Pied,1.0,postive,Mot,Foot,Unyawo,Voet,Leoto,Inyawo,Tsoka
1136,Nshinguwadiboko,Poignet,1.0,postive,Mot,Wrist,Isihlakala,Pols,Letheka,I-wrist,Wrist
1137,Dinkomo,Poing,1.0,postive,Mot,Fist,Inqindi,Vuis,Seatla sa go swara seatla .,Inqindi,Chibhakera
1138,Tshiadi,Poitrine,1.0,postive,Mot,Chest,Ibhokisi,Bors,Kgara,Isifuba,Chipfuva
1139,Tshiala,Pouce,1.0,postive,Mot,Thumb,Ugquza,Duim,Monwana o mogolo,Isithupha,Chigunwe
1140,Mujiluudiutaka,pouls,1.0,postive,Mot,pulse,ukushaya komthambo,pols,Pulse .,pulse,pulse
1141,Tshisulusulu,Poumon,1.0,postive,Mot,Lung,Iphaphu,Long,Maswafo .,Imiphunga,Mapapu
1142,LupuishiLusoka,Poussière,1.0,postive,Mot,Dust,Uthuli,Stof,Lerole,Uthuli,Guruva
1143,KonyiKamuma,Rein,1.0,postive,Mot,Kidney,Insonge yasolwandle,Nier,Pshio,Izintso,Itsvo
1144,MunyenguMufudi,Ride,1.0,postive,Mot,Wrinkled,Ehlanganiswe,Gerimpeld,Wrinkled .,Icinyiwe,Akapwanyika
1145,LuteMate,Salive,1.0,postive,Mot,Saliva,Amathe,Speeksel,Mathe a .,Amathe,Mate
1146,Mashi,Sang,1.0,postive,Mot,Blood,Igazi,Bloed,Madi,Igazi,Ropa
1147,Dibele,Sein,1.0,postive,Mot,Breast,Isibele,Bors,Letswele,Ibele,Mazamu
1148,Dikiki,Sourcil,1.0,postive,Mot,Eyebrow,Ishiya,Wenkbrou,Eyebrow .,Iliso,Eyebrow
1149,BikoyikoyiMifuba,Squelette,1.0,postive,Mot,Skeleton,Uphahla lomzimba,Geraamte,Lerapo la marapo .,Ithambo,Skeleton
1150,Tshisululu,Sueur,1.0,postive,Mot,Sweat,Juluka,Sweet,Sethitho,Ukubila,Ziya
1151,Tshikankanya,Talon,1.0,postive,Mot,Heel,Isithende,Hak,Serethe .,Isithende,Chitsitsinho
1152,Mujilu,Veine,1.0,postive,Mot,Vein,Umthambo,Aar,Mothalo .,Umthambo,Vein
1153,Difu,Ventre,1.0,postive,Mot,Belly,Isisu,Maag,Mpa,Isisu,Dumbu
1154,Mpala,Visage,1.0,postive,Mot,Face,Ubuso,Gesig,Sefahlogo,Ubuso,Chiso
1155,Mashika,Froid,1.0,postive,Mot,Cold,Ukubanda,Koud,Tonya,Kubanda,Kutonhora
1156,MuinshiMuishi,Fumée,1.0,postive,Mot,Smoke,Shunqisa,Rook,Muši,Umsi,Utsi
1157,Ditama,Joue,1.0,postive,Mot,Plays,Idlala,Toneelstukke,Dipapadi tša go bapala .,Imidlalo,Anotamba
1158,Lubanga,Mâchoire,3.0,postive,Mot,Jaw,Umhlathi,Kaakbeen,Mohlagare,Hlathi,Shaya
1159,Tshianza,Main,3.0,postive,Mot,Hand,Isandla,Hand,Seatla,Isandla,Ruoko
1160,Tshibanga,Menton,3.0,postive,Mot,Chin,Isilevu,Ken,Seledu,Chin,Chin
1161,Mbu,Mer,3.0,postive,Mot,Sea,Ulwandle,See,Lewatle,Ulwandle,Gungwa
1162,Buloba,Monde,3.0,postive,Mot,World,Izwe,Wêreld,Lefase,Umhlaba,Nyika
1163,Mukuna,Montagne,3.0,postive,Mot,Mountain,Intaba,Berg,Thaba,Intaba,Gomo
1164,Mumpenya,Moustache,3.0,postive,Mot,Mustache,Amadevu,Snor,Ditedu .,Iindevu,Ndebvu
1165,MusunyiDikoyi,Muscle,3.0,postive,Mot,Muscle,Isicubu,Spier,Mošifa,Umsipha,Tsandanyama
1166,Mumpempe,Narine,3.0,postive,Mot,Nostril,Ikhala,Neusgat,Lešobana la nko .,Impumlo,Mhino
1167,Bonga,Nerf,3.0,postive,Mot,Nerve,Umuzwa,Senuwee,methapo ya kutlo .,I-nerve,Nerve
1168,Diulu,Nez,3.0,postive,Mot,Nose,Ikhala,Neus,Nko,Impumlo,Mhino
1169,Muofo,Motbril,3.0,postive,Mot,Motbril,Isimfushane,Motbril,Motbril .,I-morbbril,MotBril
1170,Dikoshi,Nuque,3.0,postive,Mot,Neck,Intamo,Nek,Molala,Intamo,Mutsipa
1171,Disu,Œil,3.0,postive,Mot,Eye,Ihlo,Oog,Leihlo,Iliso,Ziso
1172,Luzadi,Ongle,3.0,postive,Mot,Nail,Isipikili,Spyker,Lenala,Isipikili,Mbambo
1173,Ditshi,Oreille,3.0,postive,Mot,Ear,Indlebe,Oor,Tsebe,Indlebe,Nzeve
1174,MuanawaNkasa,Orteil,3.0,postive,Mot,Toe,Uqukula,Toe,Monwana wa leoto .,Toe,Toe
1175,Mufuba,Os,3.0,postive,Mot,Bone,Ithambo,Been,Lerapo,Ithambo,Pfupa
1176,Tshilafinye,Paupière,3.0,postive,Mot,Eyelid,Ijwabu leso,Ooglid,Lephego la mahlo .,I-eyelid,Eyelid
1177,Dikoba,Peau,3.0,postive,Mot,Skin,Isikhumba,Vel,Letlalo,Ulusu,Ganda
1178,Dikasa,Pied,3.0,postive,Mot,Foot,Unyawo,Voet,Leoto,Inyawo,Tsoka
1179,Nshinguwadiboko,Poignet,3.0,postive,Mot,Wrist,Isihlakala,Pols,Letheka,I-wrist,Wrist
1180,Dinkomo,Poing,3.0,postive,Mot,Fist,Inqindi,Vuis,Seatla sa go swara seatla .,Inqindi,Chibhakera
1181,Tshiadi,Poitrine,3.0,postive,Mot,Chest,Ibhokisi,Bors,Kgara,Isifuba,Chipfuva
1182,Tshiala,Pouce,3.0,postive,Mot,Thumb,Ugquza,Duim,Monwana o mogolo,Isithupha,Chigunwe
1183,Mujiluudiutaka,pouls,3.0,postive,Mot,pulse,ukushaya komthambo,pols,Pulse .,pulse,pulse
1184,Tshisulusulu,Poumon,3.0,postive,Mot,Lung,Iphaphu,Long,Maswafo .,Imiphunga,Mapapu
1185,LupuishiLusoka,Poussière,3.0,postive,Mot,Dust,Uthuli,Stof,Lerole,Uthuli,Guruva
1186,KonyiKamuma,Rein,3.0,postive,Mot,Kidney,Insonge yasolwandle,Nier,Pshio,Izintso,Itsvo
1187,MunyenguMufudi,Ride,3.0,postive,Mot,Wrinkled,Ehlanganiswe,Gerimpeld,Wrinkled .,Icinyiwe,Akapwanyika
1188,LuteMate,Salive,3.0,postive,Mot,Saliva,Amathe,Speeksel,Mathe a .,Amathe,Mate
1189,Mashi,Sang,3.0,postive,Mot,Blood,Igazi,Bloed,Madi,Igazi,Ropa
1190,Dibele,Sein,3.0,postive,Mot,Breast,Isibele,Bors,Letswele,Ibele,Mazamu
1191,Dikiki,Sourcil,3.0,postive,Mot,Eyebrow,Ishiya,Wenkbrou,Eyebrow .,Iliso,Eyebrow
1192,BikoyikoyiMifuba,Squelette,3.0,postive,Mot,Skeleton,Uphahla lomzimba,Geraamte,Lerapo la marapo .,Ithambo,Skeleton
1193,Tshisululu,Sueur,3.0,postive,Mot,Sweat,Juluka,Sweet,Sethitho,Ukubila,Ziya
1194,Tshikankanya,Talon,3.0,postive,Mot,Heel,Isithende,Hak,Serethe .,Isithende,Chitsitsinho
1195,Mujilu,Veine,3.0,postive,Mot,Vein,Umthambo,Aar,Mothalo .,Umthambo,Vein
1196,Difu,Ventre,3.0,postive,Mot,Belly,Isisu,Maag,Mpa,Isisu,Dumbu
1197,Mpala,Visage,3.0,postive,Mot,Face,Ubuso,Gesig,Sefahlogo,Ubuso,Chiso
1198,Muji,Racine,3.0,postive,Mot,Root,Impande,Wortel,Modu,Ingcambu,Midzi
1199,kuya,partir,3.0,postive,Verbe,leave,shiya,verlaat,tloga,shiya,zivisa
1200,kuja,danser,3.0,postive,Verbe,to dance,ukudansa,om te dans,go bina .,ukudanisa,kutamba
1201,kumuana,voir,3.0,postive,Verbe,see,qonda,sien,bona,funda,ona
1202,kuelameji,penser,3.0,postive,Verbe,think,cabanga,dink,nagana,cinga,Funga
1203,kualukila,revenir,3.0,postive,Verbe,to come back,ukubuya,om terug te kom,go boa .,ukubuya,kudzoka
1204,kuyalubilu,fuir,3.0,postive,Verbe,flee,baleka,vlug,ngwega,saleke,Tiza
1205,kunyingalala,regretter,-3.0,negative,Verbe,regret,zisola,spyt,maswabi,ukuzisola,kuzvidemba
1206,kutangalaja,disperser,-6.0,negative,Verbe,disperse,hlakaza,versprei,Disperse .,ukusasazeka,Durperse
1207,kuabanya,partager,3.0,postive,Verbe,share,abelana,deel,abelana,isabelo,Goverana
1208,kuakaja,ranger,5.0,postive,Verbe,put away,beka,wegsit,Bea kgole .,beka kude,bvisa
1209,kuhangila,manque,-3.0,negative,Verbe,lack,ukuntula,gebrek,tlhokego,ukunqongophala,kushaya
1210,kulenga,toucher,4.0,postive,Verbe,to touch,Ukuthinta,aan te raak,Go kgoma .,ukuchukumisa,kubata
1211,kukuata,attrapper,4.0,postive,Verbe,catch,nqaka,vang,swara,bamba,kubata
1212,kuseka,sourir,3.0,postive,Verbe,smile,ukumamatheka,glimlag,myemyela,uncumo,kunyemwerera
1213,kuakaja,corriger,3.0,postive,Verbe,to correct,ukulungisa,reg te stel,Go phošolla .,ukulungisa,kururamisa
1214,kuhetulula,recevoir,3.0,postive,Verbe,receive,thola,ontvang,amogela,yamkela,gamuchira
1215,kumuanununa,revoir,3.0,postive,Verbe,goodbye,Hamba kahle,totsiens,šala gabotse,Sala kakuhle,Sara mushe
1216,kufunda,accuser,-4.0,negative,Verbe,accuse,beka icala,beskuldig,Latola .,isimangalo,kupomera
1217,kutalama,vigilant,3.0,postive,Verbe,vigilant,-phaphalisa,waaksaam,Go phafoga .,phaphili,vakasvinura
1218,kuangata,prendre,3.0,postive,Verbe,take,hlalela,neem,tšea,thatha,tora
1219,kubenga,refuser,-5.0,negative,Verbe,refuse,ala,weier,gana,inyikima,ramba
1220,kunanga,aimer,3.0,postive,Verbe,to like,uzothanda,te hou,go rata .,ukuthanda,kuda
1221,kuheta,reception,3.0,postive,Verbe,reception,ihhovisi elamukela izivakashi ehhotela,ontvangs,boamogelabaeng,ukwamkelwa,kugamuchira
1222,kusambila,prier,3.0,postive,Verbe,pray,cela,bid,rapela,thandaza,Namata
1223,kuenzabibi,pecher,-3.0,negative,Verbe,sin,ona,sonde,Sebe .,isono,Chivi
1224,kuyisha,precher,3.0,postive,Verbe,preach,shumayela,preek,Rerella .,Shumayela,paridza
1225,kumanyisha,informer,3.0,postive,Verbe,inform,tshela,inlig,tsebiša,yazisa,zivisa
1226,kuamba,communiquer,3.0,postive,Verbe,communicate,tshela,kommunikeer,kgokagana,nxibelelana,tauriranai
1227,kuhecha,offrir,3.0,postive,Verbe,to offer,ukunikela,te bied,go fana ka tlhagiso .,ukunikeza,kupa
1228,kunyingalaja,offenser,3.0,postive,Verbe,offend,ona,aanstoot gee,Go kgopiša .,khubekisa,kugumbura
1229,kumbuka,quitter,-4.0,negative,Verbe,to leave,ukuhamba,om te vertrek,go tloga .,ukuhamba,kusiya
1230,kututa,frapper,-3.0,negative,Verbe,hit,shaya,tref,betha,hit,rova
1231,kozola,dessiner,3.0,postive,Verbe,draw,dweba,teken,thala,zoba,Dhirowa
1232,bubanji,richesse,4.0,postive,Mot,wealth,ingcebo,rykdom,lehumo,ubutyebi,Pfuma
1233,disanka,joie,3.0,postive,Mot,joy,injabulo,vreugde,boipshino,uvuyo,Mufaro
1234,lukinu,haine,-3.0,negative,Mot,hate,ukuzonda,haat,hloya,intiyo,kuvenga
1235,ciji,mechant,-4.0,negative,Mot,wicked,-bi,goddelose,bokgopo,ongendawo,Wakaipa
1236,kutuma,envoyer,3.0,postive,Verbe,send,thuma,stuur,romela,thumela,Tumira
1237,kuambulula,repeter,3.0,postive,Verbe,repeat,phinda,herhaal,bušeletša,phinda,dzokorora
1238,kusokoka,cacher,-3.0,negative,Verbe,hide,bhaca,wegsteek,fihla,fihla,kuvanda
1239,kuleja,exposer,3.0,postive,Verbe,expose,dalula,blootlê,bonagatša,chaza,kufumura
1240,nkuasa,chaise,3.0,postive,Verbe,chair,isihlalo,stoel,setulo,isitulo,chigaro
1241,katambua,tabourer,3.0,postive,Mot,plow,hlakula,ploeg,Mogoma .,ukulima,kurima
1242,kukola,grandire,3.0,postive,Verbe,grow,thuthuka,groei,gola,kukhula,kukura
1243,kupueka,desandre,3.0,postive,Verbe,desandre,iderande,desandre,Desandre .,I-Dedredre,desandre
1244,kualukila,reguler,3.0,postive,Verbe,regulate,beka umthetho wenqubo,reguleer,Laola .,lawula,dzora
1245,meji,sagesse,3.0,postive,Mot,wisdom,ubuhlakani,wysheid,bohlale,Ubulumko,Uchenjeri
1246,dinanga,amour,3.0,postive,Mot,love,thanda,liefde,lerato,uthando,rudo
1247,lungenji,intelligence,3.0,postive,Mot,intelligence,ubuhlakani,intelligensie,bohlodi,ubukrelekrele,kungwara
1248,kudila,pleurer,-3.0,negative,Verbe,cry,memeza,huil,lla,khala,kuchema
1249,cibuta,sac,3.0,postive,Mot,bag,isikhwama,sak,mokotla,ibhegi,bhegi
1250,citendelelu,eglise,5.0,postive,Mot,church,isonto,kerk,kereke,icawe,Chechi
1251,lumuenu,miroir,4.0,postive,Mot,mirror,isibuko,spieël,seipone,isibuko,girazi
1252,kulombola,diriger,2.0,postive,Verbe,direct,qondisa,direk,lebiša,ngqo,zvakananga
1253,kutela,proclamer,4.0,postive,Verbe,proclaim,memezela,verkondig,Tsebang phatlalatsa .,vakalisa,Daidzirai
1254,kukumbaja,ajouter,6.0,postive,Verbe,add,enezelela,byvoeg,hlakanya,yongeza,wedzera
1255,kuheja,saboter,-5.0,negative,Verbe,sabotage,ukuketula,sabotasie,Sabotage .,i-sabotage,Sabotage
1256,kulongolola,preparer,6.0,postive,Verbe,prepare,lungiselela,voorberei,beakanya,lungiselela,gadzirira
1257,kuinyika,Motmer,3.0,postive,Verbe,Motmer,Umhumushi,Motmer,Motmer .,Umzobo,Motmer
1258,kuiba,voler,-2.0,negative,Verbe,fly,ndiza,vlieg,fofa,bhabha,bhururuka
1259,kuangatulula,reprendre,5.0,postive,Verbe,to resume,Ukuqhubeka kabusha,te hervat,Go thoma gape .,ukuphinda uqalise,kutangazve
1260,terminer,finir,4.0,postive,Verbe,finish,pheza,klaarmaak,fetša,gqiba,kupedzisa
1261,cilongelu,ecole,6.0,postive,Mot,school,isikole,skool,sekolo,isikolo,Chikoro
1262,kuntetula,copier,3.0,postive,Verbe,copy,kopisha,kopieer,Khopi .,ikopi,kopi
1263,kukehecha,diminuer,-3.0,negative,Verbe,decrease,nciphisa,afneem,fokotša,ukwehla,kuderera
1264,kuambula,transporter,3.0,postive,Verbe,carry,thwala,dra,rwala,phatha,takura
1265,machinyi,vehucule,4.0,postive,Mot,vehicle,into yokuhamba,voertuig,senamelwa,imoto,mota
1266,kusambuka,traverser,4.0,postive,Verbe,to cross,ukuwela,om oor te steek,go tshela .,ukuwela,kuyambuka
1267,cilamba,pont,3.0,postive,Mot,bridge,ibhuloho,brug,leporogo,ibhulorho,bhiriji
1268,kuikila,atterir,4.0,postive,Verbe,land,izwe,grond,naga,umhlaba,ivhu
1269,cisumbu,groupe,5.0,postive,Mot,band,isibopho,band,lepanta,band,bhendi
1270,mukanda,livre,4.0,postive,Mot,book,ibhuku,boek,puku,incwadi,Bhuku
1271,mukandawanzambi,bible,3.0,postive,Mot,Bible,IBhayibheli,Bybel,Beibele .,Ibhayibhile,Bhaibheri
1272,kusangisha,ransembler,3.0,postive,Verbe,gather,hlangana,versamel,kgoboketša,uqokelela,Unganidza
1273,kuakaja,nettoyer,4.0,postive,Verbe,to clean,Ukucoca,om skoon te maak,Go Hlwekiša .,ukucoca,kuchenesa
1274,kuteka,placer,4.0,postive,Verbe,place,beka,plek,lefelo,indawo,nzvimbo
1275,kubusha,enlever,3.0,postive,Verbe,to remove,ukususa,te verwyder,Go Tlosa .,ukususa,kubvisa
1276,kunvuala,porter,2.0,postive,Verbe,to carry,ukuthwala,te dra,go rwala .,ukubamba,kutakura
1277,kuimba,chanter,4.0,postive,Verbe,sing,cula,sing,opela,cula,imba
1278,kuiba,voler,-3.0,negative,Verbe,fly,ndiza,vlieg,fofa,bhabha,bhururuka
1279,kushituluka,changer,5.0,postive,Verbe,to change,ukushintsha,te verander,go fetoga .,ukutshintsha,kuchinja
1280,kueza,faire,4.0,postive,Verbe,TO DO,OKUZO KWENZIWA,OM TE DOEN,go dira .,UKWENZA,Kuita
1281,kuya,Aller,3.0,postive,Verbe,Go,Hamba ngemoto,Gaan,Eya,Yiya,Enda
1282,kunanga,Aimer,3.0,postive,Verbe,To like,Uzothanda,Om van te hou,go rata .,Ukuthanda,Kuda
1283,kudia,Manger,3.0,postive,Verbe,Eat,-Dla,Eet,Ja,Yitya,Idya
1284,kunua,Boire,4.0,postive,Verbe,Drink,Phuza,Drink,Nwa,Isiselo,Kunwa
1285,kuimba,Chanter,5.0,postive,Verbe,Sing,Cula,Sing,Opela,Cula,Imba
1286,kuja,Danser,5.0,postive,Verbe,To dance,Ukudansa,Om te dans,go bina .,Ukudanisa,Kutamba
1287,kulonga,Étudier,5.0,postive,Verbe,To study,Ozokufunda,Om te studeer,go ithuta .,Ukufunda,Kudzidza
1288,kuakula,Parler,5.0,postive,Verbe,Talk,Shumayela,Praat,Bolela,Thetha,Taura
1289,kuteleja,Écouter,3.0,postive,Verbe,Listen,Beka indlebe,Luister,Theeletša,Mamela,Teerera
1290,kutangila,Regarder,2.0,postive,Verbe,Look,Bheka,Kyk,Lebelela,Jonga,Tarisa
1291,kufunda,Écrire,2.0,postive,Verbe,To write,Ukubhala,Om te skryf,Go ngwala .,Ukubhala,Kunyora
1292,kunyema,Courir,1.0,postive,Verbe,Run,Gijima,Hardloop,Kitima,Baleka,Kumhanya
1293,kuenda,Marcher,1.0,postive,Verbe,To walk,Ukuhamba,Om te loop,Go sepela .,Ukuhamba,Kufamba
1294,kutumpika,Sauter,3.0,postive,Verbe,Jump,Gxuma,Spring,Tshela,Xhuma,Kusvetuka
1295,kuiba,Voler,-4.0,negative,Verbe,Fly,Ndiza,Vlieg,Fofa,Bhabha,Bhururuka
1296,kowela,Nager,4.0,postive,Verbe,Swim,Bhukuda,Swem,Rutha,Ukuqubha,Shambira
1297,shinga,file,2.0,postive,Mot,file,ifayili,lêer,faele,ifayile,faira
1298,kubuka,Voyager,2.0,postive,Verbe,To travel,Uuku ngcebeleka,Om te reis,Go sepela .,Ukuhamba,Kufamba
1299,kubabidila,Prévoir,1.0,postive,Verbe,To expect,Ukulindela,Om te verwag,Go letela .,Ukulindela,Kutarisira
1300,kuidila,Attendre,3.0,postive,Verbe,To wait for,Ukulinda,Om te wag,go leta .,Ukulinda,Kumirira
1301,kuakidila,Embrasser,3.0,postive,Verbe,To kiss,Ukuqabula,Om te soen,go atlana .,Ukwanga,Kutsvoda
1302,kusela,Épouser,4.0,postive,Verbe,Marry,Gcagca,Trou,Nyala .,Tshata,Roora
1303,kuedesha,Conduire,3.0,postive,Verbe,To drive,Ukushayela,Om te bestuur,Go otlela .,Ukuqhuba,Kutyaira
1304,tshibuta,sac,4.0,postive,Mot,bag,isikhwama,sak,mokotla,ibhegi,bhegi
1305,kuloba,Pêcher,4.0,postive,Verbe,Sin,Ona,Sonde,Sebe .,Isono,Chivi
1306,kulota,Rêver,3.0,postive,Verbe,Dream,Iphupha,Droom,Toro,Iphupha,Kurota
1307,kuindila,Attendre,2.0,postive,Verbe,To wait for,Ukulinda,Om te wag,go leta .,Ukulinda,Kumirira
1308,kuitaba,Croire,1.0,postive,Verbe,Believe,Kholelwa,Glo,Dumela,Kholwa,Tenda
1309,kuakidila,Recevoir,3.0,postive,Verbe,Receive,Thola,Ontvang,Amogela,Yamkela,Gamuchira
1310,kufila,Donner,3.0,postive,Verbe,Give,Khangeza,Gee,Fa,Nika,Ipa
1311,kupeta,Avoir,3.0,postive,Verbe,To have,Ukuba nakho,Om te hê,go ba le .,Ukufumana,Kuva
1312,kuikala,Être,3.0,postive,Verbe,Be,Yiba,Wees,Go ba,Yiba,Be
1313,kueza,Faire,3.0,postive,Verbe,Do,Enza,Doen,Dira,Yenza,Ita
1314,kuakidila,Accueillir,3.0,postive,Verbe,To welcome,Ukwamukela,Om te verwelkom,go amogela .,Wamkelekile,Kugamuchira
1315,kusomba,Louer,2.0,postive,Verbe,To rent out,Ukuqasha,Om uit te verhuur,Go hira .,Ukuqesha ngaphandle,Kubvarura
1316,kubandisha,Elever,3.0,postive,Verbe,Raise,Phakamisa,Verhoog,Godiša,Phakamisa,Simudza
1317,kumanya,Savoir,2.0,postive,Verbe,Know,Bona,Weet,Tseba,Yazi,Ziva
1318,kulua,Venir,3.0,postive,Verbe,Come,Woza,Kom,Tla,Yiza,Huya
1319,kuya,Partir,2.0,postive,Verbe,Leave,Shiya,Los,Tloga,Shiya,Zivisa
1320,kualukila,Rentrer,2.0,postive,Verbe,To return,Ukubuya,Om terug te keer,go boela morago .,Ukubuya,Kudzoka
1321,kulopoka,Sortir,4.0,postive,Verbe,To go out,Ukuphuma,Om uit te gaan,Go tšwa .,Ukuphuma,Kubuda
1322,kuangula,Découvrir,3.0,postive,Verbe,Discover,Thola,Ontdek,Utolla,Fumanisa,Tsvaga
